                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    113,                0.38629,                0.37975,                0.86471,                0.96554,                0.94383,                 0.9855,                0.94396,                 0.3289,                0.30247,                 0.8654,              0.0014822,              0.0014822,              0.0014822
                    114,                0.38463,                0.38478,                0.86771,                0.93712,                0.97105,                0.98115,                0.93804,                0.33197,                 0.3055,                0.86357,              0.0014805,              0.0014805,              0.0014805
                    115,                 0.3803,                0.36887,                0.87134,                0.95148,                0.94223,                  0.981,                0.93712,                0.34492,                0.28529,                0.87082,              0.0014789,              0.0014789,              0.0014789
                    116,                0.39322,                0.37537,                0.86457,                0.94862,                0.97258,                0.98588,                0.94014,                 0.3327,                0.29773,                0.86575,              0.0014772,              0.0014772,              0.0014772
                    117,                0.40261,                0.39658,                0.86816,                0.95318,                0.97606,                0.98604,                0.93659,                0.34327,                0.30113,                0.87169,              0.0014756,              0.0014756,              0.0014756
                    118,                0.39786,                0.37798,                0.86952,                0.92899,                0.95059,                 0.9716,                0.92745,                0.32644,                0.31146,                0.86254,              0.0014739,              0.0014739,              0.0014739
                    119,                 0.3988,                0.37741,                0.86971,                0.92893,                 0.9694,                 0.9825,                0.93698,                0.32664,                 0.3122,                 0.8633,              0.0014723,              0.0014723,              0.0014723
                    120,                0.38084,                0.37182,                0.87259,                0.94376,                0.96516,                0.97163,                0.92637,                0.33311,                0.30932,                0.86579,              0.0014706,              0.0014706,              0.0014706
                    121,                 0.3817,                 0.3736,                0.87101,                0.94831,                0.98762,                0.98123,                0.93003,                0.33525,                0.28957,                0.86676,               0.001469,               0.001469,               0.001469
                    122,                0.37637,                0.36664,                0.86396,                0.94702,                0.96305,                0.98036,                0.93388,                0.34903,                0.29627,                0.87307,              0.0014673,              0.0014673,              0.0014673
                    123,                 0.3795,                0.37757,                0.86547,                0.94491,                 0.9637,                0.98438,                0.93871,                0.33743,                0.28321,                0.86506,              0.0014657,              0.0014657,              0.0014657
                    124,                0.38391,                 0.3788,                0.86514,                 0.9254,                0.96477,                0.97918,                0.92755,                 0.3408,                0.32586,                0.86801,               0.001464,               0.001464,               0.001464
                    125,                0.38447,                0.36434,                0.86585,                0.95209,                0.96855,                0.98099,                0.92805,                0.34445,                0.28886,                0.86562,              0.0014624,              0.0014624,              0.0014624
                    126,                0.38893,                0.37148,                0.86588,                0.92973,                0.96762,                0.96041,                0.91629,                0.34084,                 0.3177,                0.86606,              0.0014607,              0.0014607,              0.0014607
                    127,                0.37657,                0.36578,                0.86173,                0.94838,                0.97495,                0.98447,                 0.9426,                0.32498,                0.26805,                0.86309,              0.0014591,              0.0014591,              0.0014591
                    128,                0.39552,                0.38075,                0.87001,                  0.954,                0.95629,                0.97808,                0.92933,                0.32488,                0.28432,                0.86134,              0.0014574,              0.0014574,              0.0014574
                    129,                0.38084,                0.37464,                0.86765,                0.93043,                0.97381,                0.98252,                0.94191,                0.32852,                0.29711,                0.86419,              0.0014558,              0.0014558,              0.0014558
                    130,                0.38521,                 0.3782,                0.86679,                 0.9383,                0.98882,                0.98001,                0.93185,                0.33731,                0.28364,                0.86528,              0.0014541,              0.0014541,              0.0014541
                    131,                0.38505,                0.37354,                0.86773,                0.95023,                0.94172,                0.96259,                  0.913,                0.33729,                0.32289,                0.86424,              0.0014525,              0.0014525,              0.0014525
                    132,                   0.39,                0.37455,                0.85899,                0.91603,                0.98859,                0.96657,                0.92448,                0.32913,                0.31164,                0.86219,              0.0014508,              0.0014508,              0.0014508
                    133,                 0.3815,                0.37534,                0.86675,                0.93422,                0.97917,                0.97863,                0.93827,                0.32159,                0.28945,                0.86071,              0.0014492,              0.0014492,              0.0014492
